Região;Local;Longitude;Latitude;Referência;;;;;;;;;
;Centro Olímpico UnB ;-47,5;-15,46;;;;;;;;;;
América do Sul;     brasilia/df;-47,59;-15,47; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ; Dobbin B.F. and Tidon R. (2004); Newly invading species exploit ... ; Ferreira L.B. and Tidon R. (2005); Colonizing potential of Drosop ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; Tidon R. et al. (2003); Impact of the colonisation of ... 
;Brasília;-47,57;-15,47;;;;;;;;;;
;Brasília;-47,47;-15,47;;;;;;;;;;
Africa;     limbe;35,03;-15,5; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ; Eisses K.T. et al. (1979); Genetic differentiation within ... ;;;;;;
América do Sul;     jbb/df;-47,5;-15,55; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ;;;;;;;;
;RECOR;-47,52;-15,55;;;;;;;;;;
América do Sul;     recor reserve;-47,53;-15,56; Leao B F.D. and Tidon R. (2004); Newly invading species exploit ...; Tidon R. (2006); Relationships between drosophi ... ; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ;;;;
;RECOR ;-47,52;-15,56;;;;;;;;;;
América do Sul;     serra dourada/go;-50,07;-15,57; Roque F. and Tidon R. (2008); Eight new records of drosophil ...;;;;;;;;
Africa;     saint helena;-5,43;-15,58; Tsacas L. and Cogan B.H. (1977); La faune terrestre de l'ile de ... ;;;;;;;;
Austrália;     mossman gorge;145;-16; Bock I.R. and Parsons P.A. (1977); Species diversities in Drosoph ... ; Bock I.R. and Parsons P.A. (1978); Australian Endemic Drosophila. ... ; Parsons P.A. (1982); Evolutionary Ecology of Austra ... ;;;;
América do Sul;     lima/peru;-77,03;-16,06; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Hardeland R. (1972); Species differences in the diu ... ; Hodin J. and Riddiford L.M. (2000); Different mechanisms underlie ... ; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ; Nardon C. et al. (2005); Is genome size influenced by c ... 
Austrália;     cape tribulation;145,28;-16,06; van Klinken R.D. and Walter G.H. (2001); Larval hosts of Australian Dro ... ;;;;;;;;
América do Sul;     catuni;-43,19;-16,15; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
Africa;     lake kariba;28,5;-16,31; Kopp A. et al. (2006); Historical biogeography of Dro ... ;;;;;;;;
América do Sul;     grao mogol;-42,5;-16,32; Tidon-Sklorz R. and de Melo Sene F. (1995); Fauna of Drosophila (Diptera; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ;;;;;;
América do Sul;     cristalina;-47,4;-16,43; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ;;;;;;;;
América do Sul;     limoeiro;-57,38;-16,5; do Val F.C. and Marques M.D. (1996); Drosophilidae (Diptera) from t ... ; do Val F.C. and Marques M.D. (1996); Drosophilidae (Diptera) from t ... ;;;;;;
Austrália;     cairns;145,43;-16,51; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Coyne J.A. (1985); Genetic studies of three sibli ... ; Hoffmann A.A. and Watson M. (1993); Geographical variation in the ... ; van Klinken R. and Walter G.H. (1995); Habitat associations of banana ... ; van Klinken R.D. and Walter G.H. (2001); Larval hosts of Australian Dro ... 
Austrália;     mareeba;145,28;-17; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
Austrália;     lake barrine;145,4;-17; Mather W.B. (1960); Additions to the Drosophila Fa ... ; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;
América do Sul;     cocachacra;-71,45;-17,05; Pilares G. L.V. and vasquez E. J.A. (1977); Especies del genero Drosophila ... ;;;;;;;;
Austrália;     atherton;145,4;-17,05; van Klinken R.D. and Walter G.H. (2001); Larval hosts of Australian Dro ... ;;;;;;;;
Africa;     antsirabe;45,01;-17,11; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; James A.C. and Ballard W.O. (2000); Expression of cytoplasmic inco ...;;;;;;
América do Sul;     paracatu/mg;-46,52;-17,14; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ;;;;;;;;
;Paracatu;-47,16;-17,24;;;;;;;;;;
;Paracatu;-47,2;-17,29;;;;;;;;;;
;Paracatu;-47,15;-17,29;;;;;;;;;;
América do Sul;     itapoa;-47,4;-17,3; de Albuquerque C.M.R. and Napp M. (1980); Polimorfismo do loco da estera ... ;;;;;;;;
Austrália;     innisfail;146;-17,3; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;
;Paracatu;-47,09;-17,33;;;;;;;;;;
América do Sul;     catalao/go;-47,38;-17,33; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ;;;;;;;;
;Paracatu;-47,08;-17,34;;;;;;;;;;
;Catalão;-47,28;-17,38;;;;;;;;;;
Austrália;     ravenshoe;145,3;-17,38; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
América do Sul;     morrinhos;-49,07;-17,45; Pires D.J. et al. (2007); Drosofilideos coletados em amb ... ;;;;;;;;
Africa;     harare;31,03;-17,5; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; Hamblin M.T. and Veuille M. (1999); Population Structure Among Afr ... ; Irvin S.D. et al. (1998); Genetic Variation and Differen ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; Kopp A. et al. (2005); Interspecific divergence
América do Sul;     san jose de chiquitos;-60,45;-17,53; SMNS Collection (1988); Staatliches Museum fur Naturku ... ;;;;;;;;
Africa;     victoria falls;25,51;-17,55; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; Capy P. et al. (1988); Thoracic trident pigmentation ... ;;;;
Africa;     tsimbaraza;48;-18; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;;;;;
América do Sul;     emas/go;-52,53;-18,15; Roque F. and Tidon R. (2008); Eight new records of drosophil ... ;;;;;;;;
América do Sul;     camarones;-70,2;-18,3; Brncic D. and Martinez H. (1990); Lista de ejemplares de Drosoph ... ;;;;;;;;
Africa;     antananarivo;47,3;-18,52; Atlan A. et al. (2003); The evolution of autosomal sup ... ; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; Ballard J.W.O. (2000); Comparative Genomics of Mitoch ... ; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; Baudry E. et al. (2006); Contrasted Polymorphism Patter ... 
América do Sul;     uberlandia;-48,17;-18,57; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     corumba;-57,35;-19; Sturtevant A.H. (1929); The genetics of Drosophila sim ... ;;;;;;;;
América do Sul;     serra do cipo/mg;-43,4;-19; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ;;;;;;;;
América do Sul;     carumba;-57,39;-19,01; Duda O. (1927); Die sudamerikanischen Drosophi ... ;;;;;;;;
Austrália;     townsville;146,48;-19,13; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Bock I.R. (1977); Notes on the Drosophilidae (Di ... ; Hoffmann A.A. and Parsons P.A. (1986); Inter- and Intraspecific Varia ... ; Hoffmann A.A. and Turelli M. (1988); Unidirectional Incompatibility ... ; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... 
;Serra do Cipó;-43,37;-19,16;;;;;;;;;;
;Serra do Cipó;-43,35;-19,16;;;;;;;;;;
América do Sul;     serra do cipo;-43,35;-19,17; Tidon-Sklorz R. et al. (1994); The genus Drosophila (Diptera; Vilela C.R. and Mori L. (1999); The genus Drosophila (Diptera;;;;;;
;Serra do Cipó;-43,34;-19,17;;;;;;;;;;
;Serra do Cipó;-43,33;-19,17;;;;;;;;;;
;Serra do Cipó;-43,36;-19,18;;;;;;;;;;
;Serra do Cipó;-43,34;-19,18;;;;;;;;;;
;Serra do Cipó;-43,33;-19,2;;;;;;;;;;
;Serra do Cipó;-43,38;-19,21;;;;;;;;;;
América do Sul;     rio doce;-40,3;-19,3; Dobzhansky D. and Brito da Cunha A. (1955); Differentiation of nutritional ... ;;;;;;;;
Austrália;     ayr/aust;147,24;-19,35; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
;Lagoa Santa;-43,55;-19,38;;;;;;;;;;
América do Sul;     lagoa santa/mg;-43,55;-19,39; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;
América do Sul;     belo horizonte;-43,54;-19,54; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     paulo de faria;-49,31;-19,55; Penariol L. et al. (2008); On the use of open or closed t ... ;;;;;;;;
América do Sul;     correias/rj;-41,24;-19,56; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     santa teresa/es;-40,37;-19,56; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     tainhas;-50;-20; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ;;;;;;;;
América do Sul;     sooretama;-40,3;-20; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Africa;     madagascar;45;-20; Biemont C. et al. (1999); Transposable elements and geno ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Lachaise D. et al. (1996); Affinites biogeographiques des ... ; Vieira C. et al. (2000); High copy numbers of multiple ... ; Joly D. et al. (2004); Sperm size evolution in Drosop ... 
Africa;     ansirabe;46;-20; Ballard J.W.O. (2000); Comparative Genomics of Mitoch ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ;;;;;;
América do Sul;     miranda/ms;-56,46;-20,05; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     esmeralda;-51,02;-20,18; Saavedra C.C.R. et al. (1995); A descriptive and analytical s ... ;;;;;;;;
Africa;     zimbabwe;29;-20,3; Biemont C. et al. (1999); Transposable elements and geno ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Nolte V. and Schlotterer C. (2008); African Drosophila melanogaste ... ; Schofl G. and Schlotterer C. (2006); Microsatellite variation and d ... ; Turelli M. and Hoffmann A.A. (1995); Cytoplasmic Incompatibility in ... 
Africa;     ambositra;47,15;-20,31; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; James A.C. and Ballard W.O. (2000); Expression of cytoplasmic inco ... ;;;;;;
Africa;     la reunion;56,4;-20,4; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ; Baba-Aissa F. et al. (1988); Mitochondrial DNA variability ... ; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... 
América do Sul;     campo grande/ms;-54,34;-20,41; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ;;;;;;
América do Sul;     olimpia;-48,55;-20,43; Belo M. (1978); Estudos de competicao entre Dr ... ; Belo M. (1979);" Especies domesticas de ""Drosop ... "; Belo M. (1979);" Produtividade de especies de "" ... "; Belo M. and Gallo A.J. (1977); Domestic Drosophila species. I ... ; Belo M. and Lacava P.M. (1982); Associacao entre Drosophila e ... 
Austrália;     richmond/aust;143,05;-20,45; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ;;;;;;;;
América do Sul;     mirassol/sp;-49,3;-20,47; da Conceicao Galego L.G. and Carareto C.M.A. (2005); Intraspecific and interspecifi ... ;;;;;;;;
América do Sul;     sao jose do rio preto;-49,23;-20,49; Gallo A.J. (1973); Morphological distinction betw ... ; Ferreira Lourenco M. (1993); Abundance and Diversity in Nat ... ; Pinola T.B. et al. (2003); Diversidade e sazonalidade de ... ; Torres F.R. and Madi-Ravazzi L. (2006); Seasonal variation in natural ... ;;
Africa;     saint denis/reunion;55,28;-20,52; Ballard J.W.O. (2000); Comparative Genomics of Mitoch ... ; Inoue Y. (1988); Chromosomal mutation in Drosop ... ; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... ; Ballard J.W.O. (2000); Comparative Genomics of Mitoch ... ;;
Africa;     bois des nefles;55,25;-20,55; Ballard J.W.O. (2000); Comparative Genomics of Mitoch ... ;;;;;;;;
América do Sul;     bom successo;-44,56;-21; Jutier D. et al. (2004); The sex-ratio trait and its ev ... ;;;;;;;;
Africa;     la saline;55;-21; Atlan A. et al. (2003); The evolution of autosomal sup ... ; Jutier D. et al. (2004); The sex-ratio trait and its ev ... ; Montchamp-Moreau C. et al. (2006); Organization of the sex-ratio ... ;;;;
Africa;     salazie;55,33;-21,02; Ballard J.W.O. (2000); Comparative Genomics of Mitoch ... ;;;;;;;;
América do Sul;     boa esperanca;-45,37;-21,03; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Africa;     bebours;55,32;-21,05; David J. et al. (1974); Comparaison de la sensibilite ... ;;;;;;;;
América do Sul;     sertaozinho/sp;-47,59;-21,08; Tidon-Sklorz R. and de Melo Sene F. (1992); Vertical and temporal distribu ... ;;;;;;;;
Austrália;     mackay;149,1;-21,1; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;
América do Sul;     serrana/sp;-47,35;-21,13; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
América do Sul;     jaboticabal;-48,17;-21,15; Pires D.J. and Belo M. (2005); Flies collected in orchards. ... ;;;;;;;;
América do Sul;     novo horizonte;-49,14;-21,29; Torres F.R. and Madi-Ravazzi L. (2006); Seasonal variation in natural ... ;;;;;;;;
América do Sul;     lins;-49,44;-21,4; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     pirassununga;-47,25;-21,58; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ; Pavan C. et al. (1950); Diurnal behavior of some Neotr ... ;;;;
América do Sul;     fazenda canchim;-48;-22; Cesario M.D. et al. (1982); Efeitos do herbicida atrazine ... ; Pinola T.B. et al. (2003); Diversidade e sazonalidade de ... ; Belo M. (2007); Competicao entre Zaprionus ind ... ; Tidon-Sklorz R. and Sene F.M. (1999); Drosophila. In: Brandao;;
América do Sul;     monte alto;-47;-22; Pires D.J. and Belo M. (2005); Flies collected in orchards. ... ;;;;;;;;
América do Sul;     pocinhos;-45;-22; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ;;;;;;;;
América do Sul;     ilha dos porcos;-43;-22; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Austrália;     monirange;166;-22; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... ; Vieira C. and Biemont C. (1996); Geographical Variation in Inse ... ;;;;
América do Sul;     sao carlos/sp;-45,53;-22,03; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     bela vista/ms;-56,32;-22,05; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; ... ;;;;;;;
América do Sul;     caracol/ms;-56,47;-22,13; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;
Africa;     limpopo;31;-22,15; Nolte D.J. (1958); Eye pigment relationships in t ... ;;;;;;;;
América do Sul;     itirapina;-47,48;-22,16; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
América do Sul;     brotas;-47,57;-22,17; Pires D.J. and Belo M. (2005); Flies collected in orchards. ... ;;;;;;;;
América do Sul;     mogi-guacu/sp;-47,12;-22,17; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; Sene F.M. et al. (1981); Influence of different ways to ... ;;;;;;
América do Sul;     serra da bocaina/sp;-45,17;-22,23; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     teresopolis/rj;-43,01;-22,27; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
Austrália;     landsborough;145;-22,3; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
América do Sul;     santa maria da serra;-48,1;-22,34; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
América do Sul;     cosmopolis;-47,12;-22,39; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
Africa;     tsimbazaza;45,1;-22,4; Lachaise D. et al. (1986); The reproductive relationships ... ;;;;;;;;
América do Sul;     barreiro rico;-48,05;-22,41; de Medeiros H.F. and Klaczko L.B. (2004); How many species of Drosophila ... ;;;;;;;;
América do Sul;     eugenio lefevre/sp;-46,25;-22,42; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     botucatu;-48,3;-22,52; Woodruff R.C. and Bortolozzi J. (1976); Spontaneous recombination in m ... ;;;;;;;;
América do Sul;     rio de janeiro;-43,17;-22,53; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Jutier D. et al. (2004); The sex-ratio trait and its ev ... ;;;;;;
América do Sul;     armacao;-43,07;-22,53; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     cabo frio/rj;-42,02;-22,56; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     valinhos;-47;-22,58; Pires D.J. and Belo M. (2005); Flies collected in orchards. ... ;;;;;;;;
América do Sul;     itatiba;-46,51;-22,59; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
América do Sul;     angra dos reis;-44,17;-22,59; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
América do Sul;     arraial do cabo/rj;-42,01;-22,59; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;
América do Sul;     mucorca;-47;-23; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ; Pavan C. (1952); Relacoes entre populacoes natu ... 
América do Sul;     sao joao/angra;-44,15;-23; Birch L.C. and Battaglia B. (1957); Selection in Drosophila willis ... ;;;;;;;;
América do Sul;     tijuca;-43,2;-23; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ; Valiati V.H. et al. (2003); Evidencia de transferencia hor ... ;;;;;;
Africa;     zoutpansberg;29,3;-23; Agnew J.D. (1971); Hybridization between two sibl ... ; Agnew J.D. (1973); A meristic trait in Drosophila ... ; Agnew J.D. (1973); Morphological differences in l ... ; Nolte D.J. (1958); Eye pigment relationships in t ... ;;
Austrália;     yeppoon;150,42;-23,05; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
América do Sul;     cornelio procopio;-50,4;-23,07; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     serra do japi;-46,57;-23,14; de Medeiros H.F. and Klaczko L.B. (2004); How many species of Drosophila ... ;;;;;;;;
América do Sul;     cabreuva/sp;-47,1;-23,15; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     itu/sp;-47,18;-23,16; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;
América do Sul;     londrina;-51,13;-23,18; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Austrália;     rockhampton;150,32;-23,22; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Fraser A. (1963); Variation of scutellar bristle ... ;;;;;;
América do Sul;     cantareira;-46,38;-23,27; Burla H. et al. (1950); Population density and dispers ... ;;;;;;;;
América do Sul;     jaguari/rs;-54,42;-23,3; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     vila atlantica;-46,3;-23,3; Pavan C. et al. (1950); Diurnal behavior of some Neotr ... ;;;;;;;;
América do Sul;     mogi das cruzes;-46,1;-23,3; Pavan C. et al. (1950); Diurnal behavior of some Neotr ... ;;;;;;;;
América do Sul;     sao paulo;-46,39;-23,33; Dobzhansky T. and Pavan C. (1950); Local and seasonal variations ... ; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ; Hutter P. and Ashburner M. (1987); Genetic rescue of inviable hyb ... ; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... 
América do Sul;     azapa/chile;-70,23;-23,37; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     rio ligeiro/pa;-52,31;-23,37; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     san vicente/chile;-70,15;-23,4; Brncic D. (1957); Las especies Chilenas de Droso ... ;;;;;;;;
América do Sul;     rio ivai/pa;-52,22;-23,4; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;;;;;
América do Sul;     boraceia/sp;-43,5;-23,4; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; Val F.C. and Kaneshiro K.Y. (1988); Drosophilidae (Diptera) from t ... ;;;;;;
Austrália;     alice springs;133,52;-23,41; van Klinken R.D. et al. (2002); Drosophilidae (Diptera) of Aus ... ;;;;;;;;
América do Sul;     cianorte;-52,31;-23,42; de Magalhaes L.E. et al. (1985); Occurrence of the sex-ratio tr ... ; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;
América do Sul;     sao bernardo do campo;-46,34;-23,45; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ;;;;;;;;
América do Sul;     ilha bela;-45,24;-23,47; de Medeiros H.F. and Klaczko L.B. (2004); How many species of Drosophila ... ;;;;;;;;
América do Sul;     sao sebastiao/sp;-45,26;-23,48; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
América do Sul;     guaratuba/sp;-45,53;-23,5; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ;;;;
América do Sul;     santos;-46,22;-23,56; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ;;;;;;;;
América do Sul;     tapicurai;-57;-24; MHNG Collection (1985); Museum d'Histoire Naturelle De ... ;;;;;;;;
América do Sul;     senges;-49,23;-24,07; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
América do Sul;     itanhaem;-46,47;-24,09; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
América do Sul;     peruibe/sp;-46,55;-24,14; Bizzo N.M.V. and Sene F.M. (1982); Studies on the natural populat ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; Sene F.M. et al. (1980); Preliminary data on the geogra ... ; Sene F.M. et al. (1981); Influence of different ways to ... ;;
Austrália;     miriam vale;151,34;-24,17; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
Africa;     marsantsetra;46,5;-24,3; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... ;;;;;;;;
América do Sul;     canyon guartela;-50,18;-24,32; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
Africa;     ranomafana;46,59;-24,32; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; James A.C. and Ballard W.O. (2000); Expression of cytoplasmic inco ... ; Montchamp-Moreau C. et al. (1991); Geographic Distribution and In ... ;;;;
América do Sul;     salto santa rosa;-50,33;-24,37; Mateus R.P. et al. (2006); The Drosophila community in xe ... ;;;;;;;;
Austrália;     bagara;152,28;-24,49; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
Austrália;     carnarvon/aust;113,39;-24,53; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
América do Sul;     ilha do mel;-52;-25; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     lambedor;-50;-25; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;;;
América do Sul;     goethe;-45;-25; da Silva Loreto E.L. et al. (1998); Transposable elements in South ... ;;;;;;;;
Austrália;     noosa;145;-25; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
Austrália;     kuranda;150;-25; Mather W.B. (1960); Additions to the Drosophila Fa ... ; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;
Austrália;     gin-gin;151,58;-25; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
América do Sul;     asuncion;-57,4;-25,15; SMNS Collection (1988); Staatliches Museum fur Naturku ... ;;;;;;;;
Austrália;     urangan;152,46;-25,19; Mather W.B. (1955); The genus Drosophila (Diptera) ... ;;;;;;;;
América do Sul;     irati;-50,38;-25,25; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     curitiba;-49,25;-25,25; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
América do Sul;     morretes;-48,49;-25,29; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ; Pavan C. (1952); Relacoes entre populacoes natu ... ; Pavan C. (1959); Relacoes entre populacoes natu ... ;;;;
América do Sul;     la vina;-65,33;-25,3; Vilela C.R. et al. (1980); On the Drosophila fauna of Cha ... ;;;;;;;;
Austrália;     maryborough;152,36;-25,32; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ; Arthur A.L. et al. (2008); Investigating latitudinal clin ... ;;;;;;
Austrália;     mundubbera;151,18;-25,35; Ashburner M. and Leumeunier F. (1976); Relationships within the melan ... ;;;;;;;;
Africa;     pretoria;28,12;-25,45; Ballard J.W.O. (2004); Sequential Evolution of a Symb ... ; McEvey S.F. et al. (1988); A key to Drosophilidae (Insect ... ;;;;;;
Africa;     maputo;32,35;-25,58; Rozas J. et al. (2001); DNA Variation at the rp49 Gene ... ;;;;;;;;
América do Sul;     paranagua;-49;-26; Freire-Maia N. (1964); Chromosomal monomorphism in Br ... ;;;;;;;;
Austrália;     rainbow beach;153;-26; Hoffmann A.A. et al. (1996); Naturally-occurring Wolbachia ... ;;;;;;;;
Africa;     inhaca;32,58;-26,01; Agnew J.D. (1971); Hybridization between two sibl ... ; Agnew J.D. (1973); A meristic trait in Drosophila ... ;;;;;;
Africa;     krugersdorp;27,46;-26,06; Agnew J.D. (1973); A meristic trait in Drosophila ... ;;;;;;;;
Africa;     johannesburg;28,02;-26,1; Agnew J.D. (1976); A case of myophily involving D ... ; Biemont C. et al. (2003); Worldwide distribution of tran ... ; Capy P. et al. (1988); Thoracic trident pigmentation ... ; Kopp A. et al. (2006); Historical biogeography of Dro ... ; McEvey S.F. et al. (1988); A key to Drosophilidae (Insect ... 
Austrália;     gympie;152,35;-26,1; Anderson P.R. and Oakeshott J.G. (1986); Ethanol tolerance and alcohol ... ;;;;;;;;
