species,region,site,longitude,latitude,ref
simulans,South America,florianopolis/sc,-48.32,-27.35, Gottschalk M.S. et al. (2007)
simulans,South America,florianopolis,-48.31,-27.35, Freire-Maia N. (1964)
simulans,South America,morro da lagoa,-48.29,-27.35, de Toni D.C. et al. (2007)
simulans,Australia,toowoomba,151.54,-27.35, Ashburner M. and Leumeunier F. (1976)
simulans,Australia,redland bay,150,-27.36, Hoffmann A.A. et al. (1996)
simulans,Australia,redbank,152.55,-27.36, Knibb W.R. (1986)
simulans,Africa,mkuze,32.02,-27.37, Agnew J.D. (1971)
simulans,Africa,mkuzi,32.03,-27.37, Agnew J.D. (1973)
simulans,South America,campeche/sc,-48.29,-27.41, de Toni D.C. et al. (2007)
simulans,South America,campeche island,-48.28,-27.41, De Toni D.C. et al. (2001)
simulans,South America,santa catarina/sc,-48.3,-27.42, Gottschalk M.S. et al. (2003)
simulans,South America,serra do tabuleiro,-48.48,-27.44, de Toni D.C. et al. (2007)
simulans,South America,sertao do peri,-48.33,-27.45, de Toni D.C. et al. (2007)
simulans,South America,santiago del estero,-64.15,-27.47, Vilela C.R. et al. (1980)
simulans,Australia,gold coast,132.22,-27.59, Hoffmann A.A. et al. (1996)
simulans,South America,salitre,-50,-28, Pavan C. (1952)
simulans,Australia,allora,151.56,-28, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Australia,mcpherson/aust,152,-28, McEvey S.F. (1992)
simulans,Australia,tallebudgera,153,-28, Mather W.B. (1955)
simulans,South America,serra de guasayan,-64.5,-28.07, Vilela C.R. et al. (1980)
simulans,Australia,kingscliff,153.42,-28.15, Arthur A.L. et al. (2008)
simulans,Australia,murwillumbah,153.24,-28.2, Mather W.B. (1960)
simulans,Australia,dome,152.42,-28.29, Williams G. (2002)
simulans,Australia,mullumbimby,153.3,-28.32, Mather W.B. (1960)
simulans,South America,vallenar,-71.52,-28.33, Brncic D. (1957)
simulans,Australia,kyogle,152.59,-28.36, Biemont C. et al. (2003)
simulans,Australia,broadwater,151.53,-28.39, Vieira C. and Biemont C. (1996)
simulans,Australia,byron bay,153.34,-28.43, Vieira C. and Biemont C. (1996)
simulans,Australia,lismore/aust,153.17,-28.48, Mather W.B. (1960)
simulans,South America,turvo,-49.42,-28.5, De Araujo A.M. and Valente V.R.S. (1981)
simulans,South America,guaiba,-49.4,-28.5, Budnik M. et al. (2001)
simulans,Australia,richmond range,153.15,-28.5, Williams G. (2002)
simulans,South America,famatina,-67.46,-28.58, Vilela C.R. et al. (1980)
simulans,Australia,broadwater/aust,153.16,-28.59, Biemont C. et al. (2003)
simulans,Australia,brunswick heads,154,-29, Hoffmann A.A. et al. (1996)
simulans,Australia,norfolk island,167.57,-29.01, Bock I.R. (1986)
simulans,South America,bento goncalves,-51.34,-29.12, Franck G. and Valente V.L.S. (1985)
simulans,South America,feliz,-51.12,-29.3, Pacheco E.O.B. and Cordeiro A.R. (1954)
simulans,South America,queimada pequena,-45,-29.3, Battaglia B. and Birch L.C. (1956)
simulans,Australia,palmers island,152,-29.3, Biemont C. et al. (2003)
simulans,South America,santa maria/rs,-53.42,-29.32, da Silva Loreto E.L. et al. (1998)
simulans,Africa,gillits,30.48,-29.48, Tsacas L. (1990)
simulans,Australia,ingham,153.2,-29.5, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,esteio,-51.11,-29.52, Martins M.B. (2001)
simulans,South America,la serena,-71.18,-29.54, Brncic D. (1957)
simulans,South America,restinga/rgs,-53.25,-29.55, Ashburner M. and Leumeunier F. (1976)
simulans,South America,tramandai/rs,-50.13,-29.55, de Magalhaes L.E. et al. (1985)
simulans,South America,vicuna,-70.44,-30, Brncic D. (1957)
simulans,South America,estacao experimental,-51.1,-30, de Albuquerque C.M.r. and Napp M. (1981)
simulans,Africa,nysvley,25,-30, Baba-Aissa F. et al. (1988)
simulans,Australia,hunter valley,140,-30, Gibson J.B. et al. (1981)
simulans,Australia,all saints,145,-30, Biemont C. et al. (2003)
simulans,Australia,chateau tahbilk,150,-30, McKenzie J.A. (1974)
simulans,Australia,red rock,153,-30, Arthur A.L. et al. (2008)
simulans,South America,paihuano,-70.29,-30.01, Brncic D. (1957)
simulans,South America,porto alegre/rs,-51.13,-30.01, Garcia A.C.L. et al. (2009)
simulans,South America,eldorado/mg,-51.3,-30.05, da Silva Loreto E.L. et al. (1998)
simulans,Australia,coffs harbour,153.05,-30.19, Ballard J.W.O. (2004)
simulans,South America,itapua,-51.02,-30.26, de Albuquerque C.M.r. and Napp M. (1981)
simulans,Africa,bethulie,25.59,-30.3, Agnew J.D. (1971)
simulans,Australia,armidale,151.4,-30.32, Biemont C. et al. (2003)
simulans,South America,ovalle,-71.16,-30.33, Brncic D. (1957)
simulans,South America,boca del sarandi,-55.53,-30.38, Goni B. et al. (1998)
simulans,Australia,nambucca heads,152.59,-30.38, Boussy I.A. (1999)
simulans,South America,guaritas/rs,-53.2,-30.45, Sene F.M. et al. (1980)
simulans,Australia,stuarts point,151,-30.48, Biemont C. et al. (2003)
simulans,Africa,drakensberg,28,-31, Agnew J.D. (1971)
simulans,Australia,kempsey,152.5,-31.05, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Australia,hasting river,152.5,-31.2, Boussy I.A. (1999)
simulans,South America,cordoba/arg,-64.11,-31.25, Freire-Maia N. (1964)
simulans,South America,salto/uruguay,-57.5,-31.27, Goni B. et al. (1998)
simulans,Australia,wauchope/nsw,153.43,-31.27, Boussy I.A. (1999)
simulans,Australia,lord howe island,159.09,-31.28, Parsons P.A. and Bock I.R. (1980)
simulans,South America,san juan/argent,-68.31,-31.33, Prevosti A. et al. (1989)
simulans,Africa,umngazi,29.3,-31.35, Agnew J.D. (1971)
simulans,Africa,port saint johns,29.32,-31.35, Agnew J.D. (1973)
simulans,Australia,laurieton,152.48,-31.4, Boussy I.A. (1999)
simulans,South America,arroyo gajo,-55.59,-31.41, Goni B. et al. (1998)
simulans,Australia,taree,152.26,-31.54, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,los vilos,-71.35,-31.56, Brncic D. et al. (1981)
simulans,Australia,perth/aust,115.49,-31.59, Ashburner M. and Leumeunier F. (1976)
simulans,Australia,tuncarry,152.3,-32.1, Vieira C. and Biemont C. (1996)
simulans,Australia,forster,152.3,-32.11, Boussy I.A. (1999)
simulans,Australia,tuncurry,152.29,-32.17, Arthur A.L. et al. (2008)
simulans,Australia,mudgee,149.36,-32.37, Gibson J.B. et al. (1981)
simulans,South America,mendoza/arg,-68.52,-32.48, Prevosti A. et al. (1989)
simulans,Australia,bennett's green,141.46,-32.57, Boussy I.A. (1999)
simulans,South America,la campana,-71,-32.58, Brncic D. et al. (1981)
simulans,South America,vina del mar,-71.35,-33.02, Brncic D. et al. (1981)
simulans,Australia,kanwal,152.3,-33.15, Boussy I.A. (1999)
simulans,Australia,berkeley vale,151.26,-33.18, Boussy I.A. (1999)
simulans,South America,la florida,-71,-33.3, Budnik M. and Cifuentes L. (2001)
simulans,South America,quilicura,-70.4,-33.3, Troncoso B. et al. (1987)
simulans,Australia,woy woy,152.3,-33.3, Boussy I.A. (1999)
simulans,Australia,armidale wood,151.4,-33.31, Kopp A. et al. (2006)
simulans,Australia,donnybrook,115.47,-33.34, Mather W.B. (1960)
simulans,South America,melocoton,-71,-33.39,
simulans,Australia,windsor/aust,150.5,-33.39, Fraser A. (1963)
simulans,South America,sauce del cebollati,-54.33,-33.45, Goni B. et al. (1998)
simulans,Australia,glebe,151.11,-33.53, Boussy I.A. (1999)
simulans,Australia,sydney,151.1,-33.55, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Africa,cape town,18.28,-33.56, Baba-Aissa F. et al. (1988)
simulans,Africa,stellenbosch,18.51,-33.56, Groenewald W.H. et al. (2006)
simulans,Australia,camden/aust,150.4,-34.04, Mulley J.C. (1978)
simulans,South America,sarandi del consejo,-53.55,-34.1, Goni B. et al. (1998)
simulans,South America,castillos,-53.52,-34.12, Goni B. et al. (1998)
simulans,South America,rapel,-71,-34.15, Brncic D. (1957)
simulans,South America,mercedes/uruguay,-58.02,-34.15, Goni B. et al. (1998)
simulans,Australia,ettiwanda,142,-34.15, Tribe J. and Bock I.R. (1981)
simulans,Australia,bomaderry,150.34,-34.21, Boussy I.A. (1999)
simulans,South America,costa azul,-54,-34.3, Goni B. et al. (1998)
simulans,South America,buenos aires,-58.3,-34.4, Freire-Maia N. (1964)
simulans,Australia,royal/aust,150.1,-34.4, Hoffmann A.A. et al. (1996)
simulans,South America,cerro del toro,-55.14,-34.45, Goni B. et al. (1998)
simulans,South America,parque lecocq,-56.15,-34.5, Goni B. et al. (1998)
simulans,South America,terrazas de piriapolis,-55.15,-34.5, Goni B. et al. (1998)
simulans,Australia,denmark/wa,-117.25,-34.54, Mather W.B. (1960)
simulans,Australia,nowra,150.36,-34.54, Biemont C. et al. (2003)
simulans,South America,montevideo,-56.1,-34.55, Goni B. et al. (1997)
simulans,Australia,adelaide/aust,138.36,-34.56, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,san miguel de tucuman,-65,-35, Vilela C.R. et al. (1980)
simulans,South America,las flores/uruguay,-55,-35, Goni B. et al. (1998)
simulans,Australia,upper allyn river,145,-35, Williams G. (2002)
simulans,Australia,canberra,149.08,-35.18, Biemont C. et al. (1999)
simulans,Australia,ulladulla,150.25,-35.21, Boussy I.A. (1999)
simulans,Australia,batehaven,150.09,-35.45, Boussy I.A. (1999)
simulans,Australia,malua bay,150,-35.48, Boussy I.A. (1999)
simulans,Australia,moruya,150.06,-35.56, Arthur A.L. et al. (2008)
simulans,Australia,tuross head,150,-36, Boussy I.A. (1999)
simulans,Australia,nageela,150,-36.08, Boussy I.A. (1999)
simulans,Australia,narooma,150.06,-36.15, Boussy I.A. (1999)
simulans,Australia,cobargo,149.52,-36.24, Boussy I.A. (1999)
simulans,South America,chillan,-72.1,-36.37, Brncic D. (1957)
simulans,Australia,bega,149.5,-36.41, Boussy I.A. (1999)
simulans,Australia,tathra,149.58,-36.44, Boussy I.A. (1999)
simulans,South America,concepcion,-73.03,-36.5, Brncic D. (1957)
simulans,Australia,pambula,149.54,-36.55, Boussy I.A. (1999)
simulans,Australia,avondale/nz,174.45,-36.55, Harrison R.A. (1952)
simulans,Australia,auckland,174.47,-36.55, Harrison R.A. (1952)
simulans,Australia,mangere/nz,174.47,-36.59, Harrison R.A. (1952)
simulans,South America,quillon,-72,-37, Godoy-Herrera R. et al. (1996)
simulans,Australia,rutherglen,135,-37, Gibson J.B. et al. (1981)
simulans,Australia,victoria/aust,145,-37, Carson H.L. (1965)
simulans,Australia,eden/aust,149.54,-37.04, Kopp A. et al. (2006)
simulans,South America,laja,-72.45,-37.15, Prevosti A. et al. (1987)
simulans,Australia,merimbula,146.08,-37.18, Boussy I.A. (1999)
simulans,Africa,nightingale,-12.32,-37.28, Frey R. (1954)
simulans,Australia,bulla,144.48,-37.28, Atkinson W.D. and Shorrocks B. (1984)
simulans,Australia,genoa/aust,149.35,-37.29, Biemont C. et al. (2003)
simulans,Australia,cann river,149.09,-37.34, Biemont C. et al. (1999)
simulans,Australia,ipswich/aust,152.4,-37.39, Knibb W.R. (1986)
simulans,Australia,greensborough/aust,145,-37.42, Arthur A.L. et al. (2008)
simulans,Australia,orbost,148.3,-37.42, Barker J.S.F. (1962)
simulans,Australia,melbourne,144.58,-37.45, Ashburner M. and Leumeunier F. (1976)
simulans,Australia,sandringham,145,-37.45, Barker J.S.F. (1967)
simulans,Australia,nicholson river,145.3,-37.48, Boussy I.A. (1999)
simulans,Australia,johnsonville,145,-37.5, Boussy I.A. (1999)
simulans,South America,mar del plata,-57.32,-38, Fernandez Iriarte P.J. and Lopez M.M. (1995)
simulans,Africa,tristan da cunha,-12,-38, Frey R. (1954)
simulans,Australia,wandin,145,-38, Nielsen K.M. and Hoffmann A.A. (1985)
simulans,Australia,bunyip,145.43,-38.06, Boussy I.A. (1999)
simulans,Australia,grovedale,144.19,-38.12, Boussy I.A. (1999)
simulans,Australia,leslie manor,143.1,-38.15, Parsons P.A. (1975)
simulans,Australia,wandin north,145.1,-38.2, Hoffmann A.A. (1985)
simulans,Australia,fairhaven,144.05,-38.28, Boussy I.A. (1999)
simulans,Australia,lorne/vic,144.01,-38.34, Boussy I.A. (1999)
simulans,South America,el destino/argent,-60.27,-38.46, Freire-Maia N. (1964)
simulans,South America,villarrica,-72.15,-39.15, Brncic D. (1957)
simulans,South America,angachilla,-73.12,-39.54, Brncic D. (1957)
simulans,South America,los alpes,-72,-40, Brncic D. (1957)
simulans,Australia,new zealand,175,-40, Macfarlane R.P. et al. (2000)
simulans,Australia,wairarapa,175,-41, Chambers G.K. et al. (1988)
simulans,Australia,horowhenua,176,-41, Moore R.H. and Chambers G.K. (1991)
simulans,South America,ensenada/chile,-72.33,-41.12, Brncic D. (1957)
simulans,Australia,hillwood,147,-41.14, Boussy I.A. (1999)
simulans,Australia,karori,174.45,-41.15, Chambers G.K. (1988)
simulans,Australia,wellington/nz,174.47,-41.17, Chambers G.K. (1991)
simulans,Australia,rosevear,147,-41.2, Boussy I.A. (1999)
simulans,Australia,legana,145,-41.21, Arthur A.L. et al. (2008)
simulans,South America,puerto montt,-73,-41.28, Brncic D. (1957)
simulans,Australia,mount albert,174,-42, Harrison R.A. (1952)
simulans,Australia,gogango,150,-42.42, Ashburner M. and Leumeunier F. (1976)
simulans,Australia,sorell,150,-42.46, Arthur A.L. et al. (2008)
simulans,Australia,grove,147.06,-42.59, Boussy I.A. (1999)
simulans,South America,rupanco,-72.3,-43, Brncic D. (1957)
simulans,Australia,trial bay,147,-43.08, Boussy I.A. (1999)
simulans,Australia,cygnet,147.02,-43.08, Boussy I.A. (1999)
simulans,Australia,christchurch,172.4,-43.33, Hodge A. et al. (2000)
simulans,Australia,lincoln/nz,172.3,-43.38, Hodge A. et al. (2000)
simulans,South America,aisen,-72.58,-45.27, Brncic D. (1987)
simulans,Australia,nambour,152.52,-46.4, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,maquine,-29.8,-50.2, da Silva Loreto E.L. et al. (1998)
simulans,South America,magallanes,-70.55,-53.1, Brncic D. (1987)
simulans,South America,potrero grande,-34,-53.5, Goni B. et al. (1998)
