,species,region,site,longitude,latitude,ref
1593,simulans,South America,fazenda trijuncao/ba,-45.58,-14.49, Roque F. and Tidon R. (2008)
1594,simulans,South America,ilheus,-39.06,-14.5, Freire-Maia N. (1964)
1595,simulans,South America,bolivia,-65.0,-15.0, Biemont C. et al. (2003)
1596,simulans,South America,mato grosso,-60.0,-15.0, Sturtevant A.H. (1921)
1597,simulans,South America,monjolinho,-50.0,-15.0, Pavan C. (1952)
1598,simulans,unknown,Parque Nacional Chapada dos Guimarães,-55.57,-15.21,unknown
1599,simulans,Africa,zomba,35.22,-15.22, Chassagnard M.-T. et al. (1997)
1600,simulans,South America,chapada dos guimaraes/mt,-55.49,-15.24, Roque F. and Tidon R. (2008)
1601,simulans,unknown,ESECAE,-47.37,-15.27,unknown
1602,simulans,unknown,Parque Nacional Chapada dos Guimarães,-55.41,-15.28,unknown
1603,simulans,unknown,ESECAE,-47.39,-15.34,unknown
1604,simulans,unknown,Planaltina,-47.23,-15.35,unknown
1605,simulans,unknown,Parque Nacional Chapada dos Guimarães,-55.29,-15.36,unknown
1606,simulans,South America,sobradinho/df,-47.47,-15.37, Roque F. et al. (2009)
1607,simulans,unknown,Sobradinho,-47.44,-15.38,unknown
1608,simulans,unknown,Planaltina,-47.29,-15.39,unknown
1609,simulans,South America,braganca/brazil,-48.0,-15.4, Pavan C. (1952)
1610,simulans,South America,brasilia park,-47.54,-15.4, Tidon R. (2006)
1611,simulans,South America,esecae/df,-47.37,-15.4, Chaves N.B. and Tidon R. (2008)
1612,simulans,unknown,Planaltina,-47.29,-15.4,unknown
1613,simulans,Africa,mwanza/malawi,34.34,-15.4, Ballard J.W.O. (2004)
1614,simulans,unknown,Centro Olímpico UnB ,-47.5,-15.46,unknown
1615,simulans,South America,brasilia/df,-47.59,-15.47, Chaves N.B. and Tidon R. (2008)
1616,simulans,unknown,Brasília,-47.57,-15.47,unknown
1617,simulans,unknown,Brasília,-47.47,-15.47,unknown
1618,simulans,Africa,limbe,35.03,-15.5, Ashburner M. and Leumeunier F. (1976)
1619,simulans,South America,jbb/df,-47.5,-15.55, Chaves N.B. and Tidon R. (2008)
1620,simulans,unknown,RECOR,-47.52,-15.55,unknown
1621,simulans,South America,recor reserve,-47.53,-15.56, Leao B F.D. and Tidon R. (2004)
1622,simulans,unknown,RECOR ,-47.52,-15.56,unknown
1623,simulans,South America,serra dourada/go,-50.07,-15.57, Roque F. and Tidon R. (2008)
1624,simulans,Africa,saint helena,-5.43,-15.58, Tsacas L. and Cogan B.H. (1977)
1625,simulans,Australia,mossman gorge,145.0,-16.0, Bock I.R. and Parsons P.A. (1977)
1626,simulans,South America,lima/peru,-77.03,-16.06, Biemont C. et al. (2003)
1627,simulans,Australia,cape tribulation,145.28,-16.06, van Klinken R.D. and Walter G.H. (2001)
1628,simulans,South America,catuni,-43.19,-16.15, Pavan C. (1952)
1629,simulans,Africa,lake kariba,28.5,-16.31, Kopp A. et al. (2006)
1630,simulans,South America,grao mogol,-42.5,-16.32, Tidon-Sklorz R. and de Melo Sene F. (1995)
1631,simulans,South America,cristalina,-47.4,-16.43, de Magalhaes L.E. et al. (1985)
1632,simulans,South America,limoeiro,-57.38,-16.5, do Val F.C. and Marques M.D. (1996)
1633,simulans,Australia,cairns,145.43,-16.51, Anderson P.R. and Oakeshott J.G. (1986)
1634,simulans,Australia,mareeba,145.28,-17.0, Anderson P.R. and Oakeshott J.G. (1986)
1635,simulans,Australia,lake barrine,145.4,-17.0, Mather W.B. (1960)
1636,simulans,South America,cocachacra,-71.45,-17.05, Pilares G. L.V. and vasquez E. J.A. (1977)
1637,simulans,Australia,atherton,145.4,-17.05, van Klinken R.D. and Walter G.H. (2001)
1638,simulans,Africa,antsirabe,45.01,-17.11, Ballard J.W.O. (2004)
1639,simulans,South America,paracatu/mg,-46.52,-17.14, Chaves N.B. and Tidon R. (2008)
1640,simulans,unknown,Paracatu,-47.16,-17.24,unknown
1641,simulans,unknown,Paracatu,-47.2,-17.29,unknown
1642,simulans,unknown,Paracatu,-47.15,-17.29,unknown
1643,simulans,South America,itapoa,-47.4,-17.3, de Albuquerque C.M.R. and Napp M. (1980)
1644,simulans,Australia,innisfail,146.0,-17.3, Anderson P.R. and Oakeshott J.G. (1986)
1645,simulans,unknown,Paracatu,-47.09,-17.33,unknown
1646,simulans,South America,catalao/go,-47.38,-17.33, Chaves N.B. and Tidon R. (2008)
1647,simulans,unknown,Paracatu,-47.08,-17.34,unknown
1648,simulans,unknown,Catalão,-47.28,-17.38,unknown
1649,simulans,Australia,ravenshoe,145.3,-17.38, Anderson P.R. and Oakeshott J.G. (1986)
1650,simulans,South America,morrinhos,-49.07,-17.45, Pires D.J. et al. (2007)
1651,simulans,Africa,harare,31.03,-17.5, Ballard J.W.O. (2004)
1652,simulans,South America,san jose de chiquitos,-60.45,-17.53, SMNS Collection (1988)
1653,simulans,Africa,victoria falls,25.51,-17.55, Baba-Aissa F. et al. (1988)
1654,simulans,Africa,tsimbaraza,48.0,-18.0, Vieira C. and Biemont C. (1996)
1655,simulans,South America,emas/go,-52.53,-18.15, Roque F. and Tidon R. (2008)
1656,simulans,South America,camarones,-70.2,-18.3, Brncic D. and Martinez H. (1990)
1657,simulans,Africa,antananarivo,47.3,-18.52, Atlan A. et al. (2003)
1658,simulans,South America,uberlandia,-48.17,-18.57, Freire-Maia N. (1964)
1659,simulans,South America,corumba,-57.35,-19.0, Sturtevant A.H. (1929)
1660,simulans,South America,serra do cipo/mg,-43.4,-19.0, Chaves N.B. and Tidon R. (2008)
1661,simulans,South America,carumba,-57.39,-19.01, Duda O. (1927)
1662,simulans,Australia,townsville,146.48,-19.13, Anderson P.R. and Oakeshott J.G. (1986)
1663,simulans,unknown,Serra do Cipó,-43.37,-19.16,unknown
1664,simulans,unknown,Serra do Cipó,-43.35,-19.16,unknown
1665,simulans,South America,serra do cipo,-43.35,-19.17, Tidon-Sklorz R. et al. (1994)
1666,simulans,unknown,Serra do Cipó,-43.34,-19.17,unknown
1667,simulans,unknown,Serra do Cipó,-43.33,-19.17,unknown
1668,simulans,unknown,Serra do Cipó,-43.36,-19.18,unknown
1669,simulans,unknown,Serra do Cipó,-43.34,-19.18,unknown
1670,simulans,unknown,Serra do Cipó,-43.33,-19.2,unknown
1671,simulans,unknown,Serra do Cipó,-43.38,-19.21,unknown
1672,simulans,South America,rio doce,-40.3,-19.3, Dobzhansky D. and Brito da Cunha A. (1955)
1673,simulans,Australia,ayr/aust,147.24,-19.35, Anderson P.R. and Oakeshott J.G. (1986)
1674,simulans,unknown,Lagoa Santa,-43.55,-19.38,unknown
1675,simulans,South America,lagoa santa/mg,-43.55,-19.39, Chaves N.B. and Tidon R. (2008)
1676,simulans,South America,belo horizonte,-43.54,-19.54, Freire-Maia N. (1964)
1677,simulans,South America,paulo de faria,-49.31,-19.55, Penariol L. et al. (2008)
1678,simulans,South America,correias/rj,-41.24,-19.56, Sene F.M. et al. (1980)
1679,simulans,South America,santa teresa/es,-40.37,-19.56, Sene F.M. et al. (1980)
1680,simulans,South America,tainhas,-50.0,-20.0, Ashburner M. and Leumeunier F. (1976)
1681,simulans,South America,sooretama,-40.3,-20.0, Freire-Maia N. (1964)
1682,simulans,Africa,madagascar,45.0,-20.0, Biemont C. et al. (1999)
1683,simulans,Africa,ansirabe,46.0,-20.0, Ballard J.W.O. (2000)
1684,simulans,South America,miranda/ms,-56.46,-20.05, Sene F.M. et al. (1980)
1685,simulans,South America,esmeralda,-51.02,-20.18, Saavedra C.C.R. et al. (1995)
1686,simulans,Africa,zimbabwe,29.0,-20.3, Biemont C. et al. (1999)
1687,simulans,Africa,ambositra,47.15,-20.31, Ballard J.W.O. (2004)
1688,simulans,Africa,la reunion,56.4,-20.4, Biemont C. et al. (2003)
1689,simulans,South America,campo grande/ms,-54.34,-20.41, Chaves N.B. and Tidon R. (2008)
1690,simulans,South America,olimpia,-48.55,-20.43, Belo M. (1978)
1691,simulans,Australia,richmond/aust,143.05,-20.45, Ballard J.W.O. (2004)
1692,simulans,South America,mirassol/sp,-49.3,-20.47, da Conceicao Galego L.G. and Carareto C.M.A. (2005)
1693,simulans,South America,sao jose do rio preto,-49.23,-20.49, Gallo A.J. (1973)
1694,simulans,Africa,saint denis/reunion,55.28,-20.52, Ballard J.W.O. (2000)
1695,simulans,Africa,bois des nefles,55.25,-20.55, Ballard J.W.O. (2000)
1696,simulans,South America,bom successo,-44.56,-21.0, Jutier D. et al. (2004)
1697,simulans,Africa,la saline,55.0,-21.0, Atlan A. et al. (2003)
1698,simulans,Africa,salazie,55.33,-21.02, Ballard J.W.O. (2000)
1699,simulans,South America,boa esperanca,-45.37,-21.03, Freire-Maia N. (1964)
1700,simulans,Africa,bebours,55.32,-21.05, David J. et al. (1974)
1701,simulans,South America,sertaozinho/sp,-47.59,-21.08, Tidon-Sklorz R. and de Melo Sene F. (1992)
1702,simulans,Australia,mackay,149.1,-21.1, Anderson P.R. and Oakeshott J.G. (1986)
1703,simulans,South America,serrana/sp,-47.35,-21.13, Mateus R.P. et al. (2006)
1704,simulans,South America,jaboticabal,-48.17,-21.15, Pires D.J. and Belo M. (2005)
1705,simulans,South America,novo horizonte,-49.14,-21.29, Torres F.R. and Madi-Ravazzi L. (2006)
1706,simulans,South America,lins,-49.44,-21.4, Freire-Maia N. (1964)
1707,simulans,South America,pirassununga,-47.25,-21.58, Freire-Maia N. (1964)
1708,simulans,South America,fazenda canchim,-48.0,-22.0, Cesario M.D. et al. (1982)
1709,simulans,South America,monte alto,-47.0,-22.0, Pires D.J. and Belo M. (2005)
1710,simulans,South America,pocinhos,-45.0,-22.0, de Magalhaes L.E. et al. (1985)
1711,simulans,South America,ilha dos porcos,-43.0,-22.0, Freire-Maia N. (1964)
1712,simulans,Australia,monirange,166.0,-22.0, Biemont C. et al. (2003)
1713,simulans,South America,sao carlos/sp,-45.53,-22.03, Sene F.M. et al. (1980)
1714,simulans,South America,bela vista/ms,-56.32,-22.05, Sene F.M. et al. (1980)
1715,simulans,South America,caracol/ms,-56.47,-22.13, Chaves N.B. and Tidon R. (2008)
1716,simulans,Africa,limpopo,31.0,-22.15, Nolte D.J. (1958)
1717,simulans,South America,itirapina,-47.48,-22.16, Mateus R.P. et al. (2006)
1718,simulans,South America,brotas,-47.57,-22.17, Pires D.J. and Belo M. (2005)
1719,simulans,South America,mogi-guacu/sp,-47.12,-22.17, Sene F.M. et al. (1980)
1720,simulans,South America,serra da bocaina/sp,-45.17,-22.23, Sene F.M. et al. (1980)
1721,simulans,South America,teresopolis/rj,-43.01,-22.27, Sene F.M. et al. (1980)
1722,simulans,Australia,landsborough,145.0,-22.3, Mather W.B. (1955)
1723,simulans,South America,santa maria da serra,-48.1,-22.34, Mateus R.P. et al. (2006)
1724,simulans,South America,cosmopolis,-47.12,-22.39, Pavan C. (1952)
1725,simulans,Africa,tsimbazaza,45.1,-22.4, Lachaise D. et al. (1986)
1726,simulans,South America,barreiro rico,-48.05,-22.41, de Medeiros H.F. and Klaczko L.B. (2004)
1727,simulans,South America,eugenio lefevre/sp,-46.25,-22.42, Sene F.M. et al. (1980)
1728,simulans,South America,botucatu,-48.3,-22.52, Woodruff R.C. and Bortolozzi J. (1976)
1729,simulans,South America,rio de janeiro,-43.17,-22.53, Biemont C. et al. (2003)
1730,simulans,South America,armacao,-43.07,-22.53, Freire-Maia N. (1964)
1731,simulans,South America,cabo frio/rj,-42.02,-22.56, Sene F.M. et al. (1980)
1732,simulans,South America,valinhos,-47.0,-22.58, Pires D.J. and Belo M. (2005)
1733,simulans,South America,itatiba,-46.51,-22.59, Mateus R.P. et al. (2006)
1734,simulans,South America,angra dos reis,-44.17,-22.59, Pavan C. (1952)
1735,simulans,South America,arraial do cabo/rj,-42.01,-22.59, de Magalhaes L.E. et al. (1985)
1736,simulans,South America,mucorca,-47.0,-23.0, Pavan C. (1952)
1737,simulans,South America,sao joao/angra,-44.15,-23.0, Birch L.C. and Battaglia B. (1957)
1738,simulans,South America,tijuca,-43.2,-23.0, da Silva Loreto E.L. et al. (1998)
1739,simulans,Africa,zoutpansberg,29.3,-23.0, Agnew J.D. (1971)
1740,simulans,Australia,yeppoon,150.42,-23.05, Hoffmann A.A. et al. (1996)
1741,simulans,South America,cornelio procopio,-50.4,-23.07, Freire-Maia N. (1964)
1742,simulans,South America,serra do japi,-46.57,-23.14, de Medeiros H.F. and Klaczko L.B. (2004)
1743,simulans,South America,cabreuva/sp,-47.1,-23.15, Sene F.M. et al. (1980)
1744,simulans,South America,itu/sp,-47.18,-23.16, de Magalhaes L.E. et al. (1985)
1745,simulans,South America,londrina,-51.13,-23.18, Freire-Maia N. (1964)
1746,simulans,Australia,rockhampton,150.32,-23.22, Anderson P.R. and Oakeshott J.G. (1986)
1747,simulans,South America,cantareira,-46.38,-23.27, Burla H. et al. (1950)
1748,simulans,South America,jaguari/rs,-54.42,-23.3, Sene F.M. et al. (1980)
1749,simulans,South America,vila atlantica,-46.3,-23.3, Pavan C. et al. (1950)
1750,simulans,South America,mogi das cruzes,-46.1,-23.3, Pavan C. et al. (1950)
1751,simulans,South America,sao paulo,-46.39,-23.33, Dobzhansky T. and Pavan C. (1950)
1752,simulans,South America,azapa/chile,-70.23,-23.37, Brncic D. (1957)
1753,simulans,South America,rio ligeiro/pa,-52.31,-23.37, Sene F.M. et al. (1980)
1754,simulans,South America,san vicente/chile,-70.15,-23.4, Brncic D. (1957)
1755,simulans,South America,rio ivai/pa,-52.22,-23.4, Sene F.M. et al. (1980)
1756,simulans,South America,boraceia/sp,-43.5,-23.4, Sene F.M. et al. (1980)
1757,simulans,Australia,alice springs,133.52,-23.41, van Klinken R.D. et al. (2002)
1758,simulans,South America,cianorte,-52.31,-23.42, de Magalhaes L.E. et al. (1985)
1759,simulans,South America,sao bernardo do campo,-46.34,-23.45, da Silva Loreto E.L. et al. (1998)
1760,simulans,South America,ilha bela,-45.24,-23.47, de Medeiros H.F. and Klaczko L.B. (2004)
1761,simulans,South America,sao sebastiao/sp,-45.26,-23.48, Pavan C. (1952)
1762,simulans,South America,guaratuba/sp,-45.53,-23.5, Freire-Maia N. (1964)
1763,simulans,South America,santos,-46.22,-23.56, Ashburner M. and Leumeunier F. (1976)
1764,simulans,South America,tapicurai,-57.0,-24.0, MHNG Collection (1985)
1765,simulans,South America,senges,-49.23,-24.07, Mateus R.P. et al. (2006)
1766,simulans,South America,itanhaem,-46.47,-24.09, Pavan C. (1952)
1767,simulans,South America,peruibe/sp,-46.55,-24.14, Bizzo N.M.V. and Sene F.M. (1982)
1768,simulans,Australia,miriam vale,151.34,-24.17, Hoffmann A.A. et al. (1996)
1769,simulans,Africa,marsantsetra,46.5,-24.3, Montchamp-Moreau C. et al. (1991)
1770,simulans,South America,canyon guartela,-50.18,-24.32, Mateus R.P. et al. (2006)
1771,simulans,Africa,ranomafana,46.59,-24.32, Ballard J.W.O. (2004)
1772,simulans,South America,salto santa rosa,-50.33,-24.37, Mateus R.P. et al. (2006)
1773,simulans,Australia,bagara,152.28,-24.49, Mather W.B. (1955)
1774,simulans,Australia,carnarvon/aust,113.39,-24.53, Mather W.B. (1955)
1775,simulans,South America,ilha do mel,-52.0,-25.0, Freire-Maia N. (1964)
1776,simulans,South America,lambedor,-50.0,-25.0, Pavan C. (1952)
1777,simulans,South America,goethe,-45.0,-25.0, da Silva Loreto E.L. et al. (1998)
1778,simulans,Australia,noosa,145.0,-25.0, Mather W.B. (1955)
1779,simulans,Australia,kuranda,150.0,-25.0, Mather W.B. (1960)
1780,simulans,Australia,gin-gin,151.58,-25.0, Mather W.B. (1955)
1781,simulans,South America,asuncion,-57.4,-25.15, SMNS Collection (1988)
1782,simulans,Australia,urangan,152.46,-25.19, Mather W.B. (1955)
1783,simulans,South America,irati,-50.38,-25.25, Freire-Maia N. (1964)
1784,simulans,South America,curitiba,-49.25,-25.25, Freire-Maia N. (1964)
1785,simulans,South America,morretes,-48.49,-25.29, Freire-Maia N. (1964)
1786,simulans,South America,la vina,-65.33,-25.3, Vilela C.R. et al. (1980)
1787,simulans,Australia,maryborough,152.36,-25.32, Anderson P.R. and Oakeshott J.G. (1986)
1788,simulans,Australia,mundubbera,151.18,-25.35, Ashburner M. and Leumeunier F. (1976)
1789,simulans,Africa,pretoria,28.12,-25.45, Ballard J.W.O. (2004)
1790,simulans,Africa,maputo,32.35,-25.58, Rozas J. et al. (2001)
1791,simulans,South America,paranagua,-49.0,-26.0, Freire-Maia N. (1964)
1792,simulans,Australia,rainbow beach,153.0,-26.0, Hoffmann A.A. et al. (1996)
1793,simulans,Africa,inhaca,32.58,-26.01, Agnew J.D. (1971)
1794,simulans,Africa,krugersdorp,27.46,-26.06, Agnew J.D. (1973)
1795,simulans,Africa,johannesburg,28.02,-26.1, Agnew J.D. (1976)
1796,simulans,Australia,gympie,152.35,-26.1, Anderson P.R. and Oakeshott J.G. (1986)
1797,simulans,Africa,witwatersrand,28.0,-26.15, Agnew J.D. (1971)
1798,simulans,South America,joinville/sc,-48.51,-26.18, Doge J.S. et al. (2008)
1799,simulans,South America,tapia,-65.22,-26.32, Vilela C.R. et al. (1980)
1800,simulans,South America,barra velha/sc,-48.42,-26.37, Sene F.M. et al. (1980)
1801,simulans,Australia,maroochydore,153.06,-26.39, Mather W.B. (1955)
1802,simulans,Australia,bli bli,152.3,-26.42, Biemont C. et al. (2003)
1803,simulans,South America,tucuman,-65.15,-26.47, Pavan C. (1952)
1804,simulans,South America,itajai,-48.39,-26.5, Freire-Maia N. (1964)
1805,simulans,South America,blumenau,-47.07,-26.55, Freire-Maia N. (1964)
1806,simulans,South America,gaspar,-48.58,-26.56, Freire-Maia N. (1964)
1807,simulans,South America,monte pelado,-51.0,-27.0, Freire-Maia N. (1964)
1808,simulans,Africa,swaziland,32.0,-27.0, Vieira C. and Biemont C. (1996)
1809,simulans,Australia,somerset dam,126.3,-27.0, Mather W.B. (1955)
1810,simulans,Australia,montville,153.3,-27.0, Mather W.B. (1955)
1811,simulans,South America,camborin,-48.39,-27.02, Freire-Maia N. (1964)
1812,simulans,Australia,dalby/aust,151.16,-27.11, Knibb W.R. (1986)
1813,simulans,South America,arvoredo,-52.41,-27.14, de Toni D.C. et al. (2007)
1814,simulans,South America,arvoredo island,-48.21,-27.17, De Toni D.C. et al. (2001)
1815,simulans,South America,puerto tirol,-59.1,-27.18, Vilela C.R. et al. (1980)
1816,simulans,South America,lagoa da conceicao,-48.21,-27.18, de Toni D.C. and Hofmann P.R.P. (1995)
1817,simulans,South America,copiapo,-71.19,-27.22, Brncic D. (1957)
1818,simulans,Australia,samford,152.53,-27.22, Mather W.B. (1955)
1819,simulans,Australia,oakey,151.4,-27.25, Knibb W.R. (1986)
1820,simulans,South America,ratones,-48.3,-27.27, Schmitz H.J. et al. (2007)
1821,simulans,South America,resistencia,-59.0,-27.28, Vilela C.R. et al. (1980)
1822,simulans,South America,ratones grande,-48.37,-27.29, de Toni D.C. et al. (2007)
1823,simulans,South America,ratones pequeno,-48.34,-27.29, de Toni D.C. et al. (2007)
1824,simulans,South America,ratones pequeno island,-48.34,-27.3, De Toni D.C. et al. (2001)
1825,simulans,Australia,surfers paradise,152.35,-27.3, Fraser A. (1963)
1826,simulans,Australia,brisbane,153.0,-27.3, Anderson P.R. and Oakeshott J.G. (1986)
1827,simulans,Australia,cleveland/aust,153.18,-27.3, Knibb W.R. (1986)
1828,simulans,Australia,dunwich/aust,153.24,-27.3, Mather W.B. (1955)
1829,simulans,Australia,gatton,152.15,-27.33, Knibb W.R. (1986)
1830,simulans,South America,florianopolis/sc,-48.32,-27.35, Gottschalk M.S. et al. (2007)
1831,simulans,South America,florianopolis,-48.31,-27.35, Freire-Maia N. (1964)
1832,simulans,South America,morro da lagoa,-48.29,-27.35, de Toni D.C. et al. (2007)
1833,simulans,Australia,toowoomba,151.54,-27.35, Ashburner M. and Leumeunier F. (1976)
1834,simulans,Australia,redland bay,150.0,-27.36, Hoffmann A.A. et al. (1996)
1835,simulans,Australia,redbank,152.55,-27.36, Knibb W.R. (1986)
1836,simulans,Africa,mkuze,32.02,-27.37, Agnew J.D. (1971)
1837,simulans,Africa,mkuzi,32.03,-27.37, Agnew J.D. (1973)
1838,simulans,South America,campeche/sc,-48.29,-27.41, de Toni D.C. et al. (2007)
1839,simulans,South America,campeche island,-48.28,-27.41, De Toni D.C. et al. (2001)
1840,simulans,South America,santa catarina/sc,-48.3,-27.42, Gottschalk M.S. et al. (2003)
1841,simulans,South America,serra do tabuleiro,-48.48,-27.44, de Toni D.C. et al. (2007)
1842,simulans,South America,sertao do peri,-48.33,-27.45, de Toni D.C. et al. (2007)
1843,simulans,South America,santiago del estero,-64.15,-27.47, Vilela C.R. et al. (1980)
1844,simulans,Australia,gold coast,132.22,-27.59, Hoffmann A.A. et al. (1996)
1845,simulans,South America,salitre,-50.0,-28.0, Pavan C. (1952)
1846,simulans,Australia,allora,151.56,-28.0, Anderson P.R. and Oakeshott J.G. (1986)
1847,simulans,Australia,mcpherson/aust,152.0,-28.0, McEvey S.F. (1992)
1848,simulans,Australia,tallebudgera,153.0,-28.0, Mather W.B. (1955)
1849,simulans,South America,serra de guasayan,-64.5,-28.07, Vilela C.R. et al. (1980)
1850,simulans,Australia,kingscliff,153.42,-28.15, Arthur A.L. et al. (2008)
1851,simulans,Australia,murwillumbah,153.24,-28.2, Mather W.B. (1960)
1852,simulans,Australia,dome,152.42,-28.29, Williams G. (2002)
1853,simulans,Australia,mullumbimby,153.3,-28.32, Mather W.B. (1960)
1854,simulans,South America,vallenar,-71.52,-28.33, Brncic D. (1957)
1855,simulans,Australia,kyogle,152.59,-28.36, Biemont C. et al. (2003)
1856,simulans,Australia,broadwater,151.53,-28.39, Vieira C. and Biemont C. (1996)
1857,simulans,Australia,byron bay,153.34,-28.43, Vieira C. and Biemont C. (1996)
1858,simulans,Australia,lismore/aust,153.17,-28.48, Mather W.B. (1960)
1859,simulans,South America,turvo,-49.42,-28.5, De Araujo A.M. and Valente V.R.S. (1981)
1860,simulans,South America,guaiba,-49.4,-28.5, Budnik M. et al. (2001)
1861,simulans,Australia,richmond range,153.15,-28.5, Williams G. (2002)
1862,simulans,South America,famatina,-67.46,-28.58, Vilela C.R. et al. (1980)
1863,simulans,Australia,broadwater/aust,153.16,-28.59, Biemont C. et al. (2003)
1864,simulans,Australia,brunswick heads,154.0,-29.0, Hoffmann A.A. et al. (1996)
1865,simulans,Australia,norfolk island,167.57,-29.01, Bock I.R. (1986)
1866,simulans,South America,bento goncalves,-51.34,-29.12, Franck G. and Valente V.L.S. (1985)
1867,simulans,South America,feliz,-51.12,-29.3, Pacheco E.O.B. and Cordeiro A.R. (1954)
1868,simulans,South America,queimada pequena,-45.0,-29.3, Battaglia B. and Birch L.C. (1956)
1869,simulans,Australia,palmers island,152.0,-29.3, Biemont C. et al. (2003)
1870,simulans,South America,santa maria/rs,-53.42,-29.32, da Silva Loreto E.L. et al. (1998)
1871,simulans,Africa,gillits,30.48,-29.48, Tsacas L. (1990)
1872,simulans,Australia,ingham,153.2,-29.5, Anderson P.R. and Oakeshott J.G. (1986)
1873,simulans,South America,esteio,-51.11,-29.52, Martins M.B. (2001)
1874,simulans,South America,la serena,-71.18,-29.54, Brncic D. (1957)
1875,simulans,South America,restinga/rgs,-53.25,-29.55, Ashburner M. and Leumeunier F. (1976)
1876,simulans,South America,tramandai/rs,-50.13,-29.55, de Magalhaes L.E. et al. (1985)
1877,simulans,South America,vicuna,-70.44,-30.0, Brncic D. (1957)
1878,simulans,South America,estacao experimental,-51.1,-30.0, de Albuquerque C.M.r. and Napp M. (1981)
1879,simulans,Africa,nysvley,25.0,-30.0, Baba-Aissa F. et al. (1988)
1880,simulans,Australia,hunter valley,140.0,-30.0, Gibson J.B. et al. (1981)
1881,simulans,Australia,all saints,145.0,-30.0, Biemont C. et al. (2003)
1882,simulans,Australia,chateau tahbilk,150.0,-30.0, McKenzie J.A. (1974)
1883,simulans,Australia,red rock,153.0,-30.0, Arthur A.L. et al. (2008)
1884,simulans,South America,paihuano,-70.29,-30.01, Brncic D. (1957)
1885,simulans,South America,porto alegre/rs,-51.13,-30.01, Garcia A.C.L. et al. (2009)
1886,simulans,South America,eldorado/mg,-51.3,-30.05, da Silva Loreto E.L. et al. (1998)
1887,simulans,Australia,coffs harbour,153.05,-30.19, Ballard J.W.O. (2004)
1888,simulans,South America,itapua,-51.02,-30.26, de Albuquerque C.M.r. and Napp M. (1981)
1889,simulans,Africa,bethulie,25.59,-30.3, Agnew J.D. (1971)
1890,simulans,Australia,armidale,151.4,-30.32, Biemont C. et al. (2003)
1891,simulans,South America,ovalle,-71.16,-30.33, Brncic D. (1957)
1892,simulans,South America,boca del sarandi,-55.53,-30.38, Goni B. et al. (1998)
1893,simulans,Australia,nambucca heads,152.59,-30.38, Boussy I.A. (1999)
1894,simulans,South America,guaritas/rs,-53.2,-30.45, Sene F.M. et al. (1980)
1895,simulans,Australia,stuarts point,151.0,-30.48, Biemont C. et al. (2003)
1896,simulans,Africa,drakensberg,28.0,-31.0, Agnew J.D. (1971)
1897,simulans,Australia,kempsey,152.5,-31.05, Anderson P.R. and Oakeshott J.G. (1986)
1898,simulans,Australia,hasting river,152.5,-31.2, Boussy I.A. (1999)
1899,simulans,South America,cordoba/arg,-64.11,-31.25, Freire-Maia N. (1964)
1900,simulans,South America,salto/uruguay,-57.5,-31.27, Goni B. et al. (1998)
1901,simulans,Australia,wauchope/nsw,153.43,-31.27, Boussy I.A. (1999)
1902,simulans,Australia,lord howe island,159.09,-31.28, Parsons P.A. and Bock I.R. (1980)
1903,simulans,South America,san juan/argent,-68.31,-31.33, Prevosti A. et al. (1989)
1904,simulans,Africa,umngazi,29.3,-31.35, Agnew J.D. (1971)
1905,simulans,Africa,port saint johns,29.32,-31.35, Agnew J.D. (1973)
1906,simulans,Australia,laurieton,152.48,-31.4, Boussy I.A. (1999)
1907,simulans,South America,arroyo gajo,-55.59,-31.41, Goni B. et al. (1998)
1908,simulans,Australia,taree,152.26,-31.54, Anderson P.R. and Oakeshott J.G. (1986)
1909,simulans,South America,los vilos,-71.35,-31.56, Brncic D. et al. (1981)
1910,simulans,Australia,perth/aust,115.49,-31.59, Ashburner M. and Leumeunier F. (1976)
1911,simulans,Australia,tuncarry,152.3,-32.1, Vieira C. and Biemont C. (1996)
1912,simulans,Australia,forster,152.3,-32.11, Boussy I.A. (1999)
1913,simulans,Australia,tuncurry,152.29,-32.17, Arthur A.L. et al. (2008)
1914,simulans,Australia,mudgee,149.36,-32.37, Gibson J.B. et al. (1981)
1915,simulans,South America,mendoza/arg,-68.52,-32.48, Prevosti A. et al. (1989)
1916,simulans,Australia,bennett's green,141.46,-32.57, Boussy I.A. (1999)
1917,simulans,South America,la campana,-71.0,-32.58, Brncic D. et al. (1981)
1918,simulans,South America,vina del mar,-71.35,-33.02, Brncic D. et al. (1981)
1919,simulans,Australia,kanwal,152.3,-33.15, Boussy I.A. (1999)
1920,simulans,Australia,berkeley vale,151.26,-33.18, Boussy I.A. (1999)
1921,simulans,South America,la florida,-71.0,-33.3, Budnik M. and Cifuentes L. (2001)
1922,simulans,South America,quilicura,-70.4,-33.3, Troncoso B. et al. (1987)
1923,simulans,Australia,woy woy,152.3,-33.3, Boussy I.A. (1999)
1924,simulans,Australia,armidale wood,151.4,-33.31, Kopp A. et al. (2006)
1925,simulans,Australia,donnybrook,115.47,-33.34, Mather W.B. (1960)
1926,simulans,South America,melocoton,-71.0,-33.39,unknown
1927,simulans,Australia,windsor/aust,150.5,-33.39, Fraser A. (1963)
1928,simulans,South America,sauce del cebollati,-54.33,-33.45, Goni B. et al. (1998)
1929,simulans,Australia,glebe,151.11,-33.53, Boussy I.A. (1999)
